ID,partnerRole,email,phoneNumber,webAddress,address_ID,companyName,legalForm,createdBy,createdAt,modifiedBy,modifiedAt,currency_code
02BD2137-0890-1EEA-A6C2-BB55C19BA7FB,1,karl.mueller@sap.com,622734567,http://www.sap.com,02BD2137-0890-1EEA-A6C2-BB55C191E7FB,SAP,AG,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19BC7FB,2,dagmar.schulze@beckerberlin.de,3088530,http://www.beckerberlin.de,02BD2137-0890-1EEA-A6C2-BB55C19207FB,Becker Berlin,GmbH,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19BE7FB,1,maria.brown@delbont.com,3023352668,http://www.delbont.com,02BD2137-0890-1EEA-A6C2-BB55C19227FB,DelBont Industries,Ltd.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C19C07FB,1,saskia.sommer@talpa-hannover.de,511403266,http://www.talpa-hannover.de,02BD2137-0890-1EEA-A6C2-BB55C19247FB,Talpa,GmbH,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19C27FB,1,bob.buyer@panorama-studios.biz,2244668800,http://www.panorama-studios.biz,02BD2137-0890-1EEA-A6C2-BB55C19267FB,Panorama Studios,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C19C47FB,1,bart.koenig@tecum-ag.de,2511415,http://www.tecum-ag.de,02BD2137-0890-1EEA-A6C2-BB55C19287FB,TECUM,AG,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19C67FB,1,yoko.nakamura@asia-ht.com,9078563412,http://www.asia-ht.com,02BD2137-0890-1EEA-A6C2-BB55C192A7FB,Asia High tech,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,JPY
02BD2137-0890-1EEA-A6C2-BB55C19C87FB,1,sophie.ribery@laurent-paris.com,149744423,http://www.laurent-paris.com,02BD2137-0890-1EEA-A6C2-BB55C192C7FB,Laurent,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19CA7FB,1,victor.sanchez@avantel.com,7257716,http://www.avantel.com,02BD2137-0890-1EEA-A6C2-BB55C192E7FB,AVANTEL,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,MXN
02BD2137-0890-1EEA-A6C2-BB55C19CC7FB,1,jorge.velez@telecomunicacionesstar.com,1133557799,http://www.telecomunicacionesstar.com,02BD2137-0890-1EEA-A6C2-BB55C19307FB,Telecomunicaciones Star,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ARS
02BD2137-0890-1EEA-A6C2-BB55C19CE7FB,2,franklin.jones@pear-computing.com,6789012345,http://www.pear-computing.com,02BD2137-0890-1EEA-A6C2-BB55C19327FB,Pear Computing Services,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C19D07FB,1,joseph_gschwandtner@alp-systems.at,6623612804,http://www.alp-systems.at,02BD2137-0890-1EEA-A6C2-BB55C19347FB,Alpine Systems,AG,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19D27FB,1,george_d_grant@newlinedesign.co.uk,2589436180,http://www.newlinedesign.co.uk,02BD2137-0890-1EEA-A6C2-BB55C19367FB,New Line Design,Ltd.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,GBP
02BD2137-0890-1EEA-A6C2-BB55C19D47FB,1,sarah.schwind@hepa-tec.de,4507867136,http://www.hepa-tec.de,02BD2137-0890-1EEA-A6C2-BB55C19387FB,HEPA Tec,GmbH,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19D67FB,1,theodor.monathy@anavideon.com,5850428367,http://www.anavideon.com,02BD2137-0890-1EEA-A6C2-BB55C193A7FB,Anav Ideon,Ltd.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C19D87FB,1,robert_brown@rb-entertainment.ca,7609448173,http://www.rb-entertainment.ca,02BD2137-0890-1EEA-A6C2-BB55C193C7FB,Robert Brown Entertainment,Ltd.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,CAD
02BD2137-0890-1EEA-A6C2-BB55C19DA7FB,1,jorgemontalban@motc.mx,6879342945,http://www.motc.mx,02BD2137-0890-1EEA-A6C2-BB55C193E7FB,Mexican Oil Trading Company,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,MXN
02BD2137-0890-1EEA-A6C2-BB55C19DC7FB,1,johanna.esther@meliva.de,2208791738,http://www.meliva.de,02BD2137-0890-1EEA-A6C2-BB55C19407FB,Meliva,AG,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19DE7FB,1,miguel.luengo@compostela.ar,4440238917,http://www.compostela.ar,02BD2137-0890-1EEA-A6C2-BB55C19427FB,Compostela,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ARS
02BD2137-0890-1EEA-A6C2-BB55C19E07FB,1,isabel.nemours@pateu.fr,6328490087,http://www.pateu.fr,02BD2137-0890-1EEA-A6C2-BB55C19447FB,Pateu,S.A.R.L.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19E27FB,2,igor.tarassow@retc.ru,4050378468,http://www.retc.ru,02BD2137-0890-1EEA-A6C2-BB55C19467FB,Russian Electronic Trading Company,z.a.o.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,RUB
02BD2137-0890-1EEA-A6C2-BB55C19E47FB,1,alexis.harper@flor-hc.com,6065470312,http://www.flor-hc.com,02BD2137-0890-1EEA-A6C2-BB55C19487FB,Florida Holiday Company,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C19E67FB,1,c.alfaro@quimica-madrilenos.es,7980023486,http://www.quimica-madrilenos.es,02BD2137-0890-1EEA-A6C2-BB55C194A7FB,Quimica Madrilenos,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19E87FB,1,sven.j@getraenke-janssen.de,3629731486,http://www.getraenke-janssen.de,02BD2137-0890-1EEA-A6C2-BB55C194C7FB,GetrÃ¤nkegroÃŸhandel Janssen,GmbH,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,1,yoshiko.kakuji@jateco.jp,3206580974,http://www.jateco.jp,02BD2137-0890-1EEA-A6C2-BB55C194E7FB,JaTeCo,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,JPY
02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,1,alessio.galasso@tcdr.it,4580963184,http://www.tcdr.it,02BD2137-0890-1EEA-A6C2-BB55C19507FB,Tessile Casa Di Roma,Srl,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,1,romain.le_mason@verdo.fr,1012697341,http://www.verdo.fr,02BD2137-0890-1EEA-A6C2-BB55C19527FB,Vente Et RÃ©paration de Ordinateur,S.A.R.L.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19F07FB,1,martha.calcagno@dpg.ar,7345697824,http://www.dpg.ar,02BD2137-0890-1EEA-A6C2-BB55C19547FB,Developement Para O Governo,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ARS
02BD2137-0890-1EEA-A6C2-BB55C19F27FB,1,beatriz.da_silva@brazil-tec.br,469614115,http://www.brazil-tec.br,02BD2137-0890-1EEA-A6C2-BB55C19567FB,Brazil Technologies,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,BRL
02BD2137-0890-1EEA-A6C2-BB55C19F47FB,2,anthony.lebouef@crtu.ca,6839542781,http://www.crtu.ca,02BD2137-0890-1EEA-A6C2-BB55C19587FB,C.R.T.U.,Ltd.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,CAD
02BD2137-0890-1EEA-A6C2-BB55C19F67FB,1,lisa.felske@jologa.ch,6714954542,http://www.jologa.ch,02BD2137-0890-1EEA-A6C2-BB55C195A7FB,Jologa,GmbH,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,CHF
02BD2137-0890-1EEA-A6C2-BB55C19F87FB,1,jonathan.d.mason@baleda.com,2483693027,http://www.baleda.com,02BD2137-0890-1EEA-A6C2-BB55C195C7FB,Baleda,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C19FA7FB,1,amelie.troyat@angere.fr,2094573421,http://www.angere.fr,02BD2137-0890-1EEA-A6C2-BB55C195E7FB,AngerÃ©,S.A.R.L.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
02BD2137-0890-1EEA-A6C2-BB55C19FC7FB,1,pete_waltham@pc-gym-tec.com,4136278910,http://www.pc-gym-tec.com,02BD2137-0890-1EEA-A6C2-BB55C19607FB,PC Gym Tec,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C19FE7FB,1,ryu.toshiro@jip.jp,3540671320,http://www.jip.jp,02BD2137-0890-1EEA-A6C2-BB55C19627FB,Japan Insurance Partner,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,JPY
02BD2137-0890-1EEA-A6C2-BB55C1A007FB,1,jose-lopez@en-ar.ar,7315064077,http://www.en-ar.ar,02BD2137-0890-1EEA-A6C2-BB55C19647FB,Entertainment Argentinia,S.A.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ARS
02BD2137-0890-1EEA-A6C2-BB55C1A027FB,1,dahoma.lawla@agadc.co.za,4381762683,http://www.agadc.co.za,02BD2137-0890-1EEA-A6C2-BB55C19667FB,African Gold And Diamant Corporation,Ltd.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ZAR
02BD2137-0890-1EEA-A6C2-BB55C1A047FB,1,jefferson.parker@pico-bit.com,9703586412,http://www.pico-bit.com,02BD2137-0890-1EEA-A6C2-BB55C19687FB,PicoBit,Inc.,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USD
02BD2137-0890-1EEA-A6C2-BB55C1A067FB,1,tamara.flaig@brl-ag.de,6843585642,http://www.brl-ag.de,02BD2137-0890-1EEA-A6C2-BB55C196A7FB,Bionic Research Lab,AG,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,EUR
